pokemonID,name,text,type
sm6-4,Blessings of the Frost,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may attach a Grass Energy card from your discard pile to 1 of your Pokémon.",Ability,sm6-4
sm6-5,Abnormal Outbreak,"You can use this Ability only if you go second. Once during your first turn (before your attack), you may search your deck for a Spewpa and a Vivillon, reveal them, and put them into your hand. Then, shuffle your deck.",Ability,sm6-5
sm6-17,Mystical Torch,"Once during your turn (before your attack), you may leave your opponent's Active Pokémon Burned.",Ability,sm6-17
sm6-19,Unnerve,"Whenever your opponent plays an Item or Supporter card from their hand, prevent all effects of that card done to this Pokémon.",Ability,sm6-19
sm6-21,Frubbles,"If this Pokémon has any Water Energy attached to it, it has no Retreat Cost.",Ability,sm6-21
sm6-23,Gale Shuriken,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 2 damage counters on 1 of your opponent's Pokémon.",Ability,sm6-23
sm6-24,Shuriken Flurry,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 3 damage counters on 1 of your opponent's Pokémon.",Ability,sm6-24
sm6-31,Jet Geyser,"Once during your turn (before your attack), you may discard a Water Energy card from your hand. If you do, your opponent switches their Active Pokémon with 1 of their Benched Pokémon.",Ability,sm6-31
sm6-36,Magnetic Circuit,"As often as you like during your turn (before your attack), you may attach a Lightning Energy card from your hand to 1 of your Pokémon.",Ability,sm6-36
sm6-40,Roto Motor,"If you have 9 or more Pokémon Tool cards in your discard pile, ignore all Energy in the attack cost of each of this Pokémon's attacks.",Ability,sm6-40
sm6-42,Silent Waves,"If you have Azelf in play, your opponent's Pokémon in play have no Resistance.",Ability,sm6-42
sm6-46,Final Hour,"If this Pokémon is your Active Pokémon and is Knocked Out by damage from an opponent's attack, put 3 damage counters on 1 of your opponent's Pokémon.",Ability,sm6-46
sm6-51,Psychic Recharge,"Once during your turn (before your attack), you may attach a Psychic Energy card from your discard pile to 1 of your Benched Pokémon.",Ability,sm6-51
sm6-53,Poison Point,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.",Ability,sm6-53
sm6-59,Flaming Fighter,Put 6 damage counters instead of 2 on your opponent's Burned Pokémon between turns.,Ability,sm6-59
sm6-69,Tyrannical Heart,"As long as you don't have more Pokémon in play than your opponent, this Pokémon's attacks do 60 more damage (before applying Weakness and Resistance), and it takes 30 less damage from attacks (after applying Weakness and Resistance).",Ability,sm6-69
sm6-71,Earthen Aura,Damage from this Pokémon's attacks isn't affected by Weakness or Resistance.,Ability,sm6-71
sm6-74,Princess's Cheers,"As long as this Pokémon is on your Bench, your Fighting Pokémon's attacks do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability,sm6-74
sm6-83,Evolutionary Advantage,"If you go second, this Pokémon can evolve during your first turn.",Ability,sm6-83
sm6-86,Wondrous Gift,"Once during your turn (before your attack), you may flip a coin. If heads, put an Item card from your discard pile on top of your deck.",Ability,sm6-86
sm6-91,Sticky Membrane,"As long as this Pokémon is your Active Pokémon, your opponent's Pokémon's attacks cost Colorless more.",Ability,sm6-91
sm6-94,Hydration,"Whenever you attach a Water Energy card from your hand to this Pokémon, heal 20 damage from it.",Ability,sm6-94
sm6-96,First Law,"Prevent all effects of your opponent's attacks, except damage, done to this Pokémon.",Ability,sm6-96
sm6-120,Shuriken Flurry,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 3 damage counters on 1 of your opponent's Pokémon.",Ability,sm6-120
sm6-133,Shuriken Flurry,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 3 damage counters on 1 of your opponent's Pokémon.",Ability,sm6-133
sm7-3,Fragrance Trap,"Once during your turn (before your attack), you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",Ability,sm7-3
sm7-10,Power of Nature,Prevent all damage done to your Pokémon that have any Grass Energy attached to them by attacks from your opponent's Ultra Beasts.,Ability,sm7-10
sm7-10a,Power of Nature,Prevent all damage done to your Pokémon that have any Grass Energy attached to them by attacks from your opponent's Ultra Beasts.,Ability,sm7-10a
sm7-19,Poison Payback,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.",Ability,sm7-19
sm7-20,Poison Payback,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.",Ability,sm7-20
sm7-24,Smooth Over,"Once during your turn (before your attack), you may search your deck for a card, shuffle your deck, then put that card on top of it.",Ability,sm7-24
sm7-31,Legendary Ascent,"When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, move any number of Water Energy from your other Pokémon to this Pokémon.",Ability,sm7-31
sm7-35,Power Draw,"Once during your turn (before your attack), you may discard a card from your hand. If you do, draw 3 cards.",Ability,sm7-35
sm7-37,Aqua Lift,"If this Pokémon has any Water Energy attached to it, it has no Retreat Cost.",Ability,sm7-37
sm7-38,Swing Dance,"Once during your turn (before your attack), you may draw a card.",Ability,sm7-38
sm7-41,Evolutionary Advantage,"If you go second, this Pokémon can evolve during your first turn.",Ability,sm7-41
sm7-45,Icy Barrier,"As long as this Pokémon is your Active Pokémon, your opponent can't play any Stadium cards from their hand.",Ability,sm7-45
sm7-47,Floating Electrons,"If this Pokémon has any Energy attached to it, it has no Retreat Cost.",Ability,sm7-47
sm7-48,Extra Energy Bomb,"Once during your turn (before your attack), you may attach 5 Energy cards from your discard pile to your Pokémon, except Pokémon-GX or Pokémon-EX, in any way you like. If you do, this Pokémon is Knocked Out.",Ability,sm7-48
sm7-50,Energy Grounding,"When 1 of your Pokémon is Knocked Out by damage from an opponent's attack, you may move a basic Energy card from that Pokémon to this Pokémon.",Ability,sm7-50
sm7-52,Electric Start,"If you go second, and if this Pokémon is in your hand when you are setting up to play, you may put it face down as your Active Pokémon or on your Bench.",Ability,sm7-52
sm7-56,Magic Evens,"Prevent all damage done to this Pokémon by your opponent's attacks if that damage is exactly 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, or 260.",Ability,sm7-56
sm7-61,Sol Shade,"If you have Solrock in play, Fire Pokémon in play (both yours and your opponent's) have no Abilities, except Pokémon-GX and Pokémon-EX.",Ability,sm7-61
sm7-62,Sunbeam,The maximum HP of each of your Lunatone in play is 130.,Ability,sm7-62
sm7-65,Red Eyes,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put a Basic Pokémon from your opponent's discard pile onto their Bench.",Ability,sm7-65
sm7-66,Shady Move,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may move 1 damage counter from 1 Pokémon to another Pokémon.",Ability,sm7-66
sm7-70,Shadow Shield,"If this Pokémon has any Psychic Energy attached to it, it takes 20 less damage from attacks (after applying Weakness and Resistance).",Ability,sm7-70
sm7-83,Falling Star,"Once during your turn (before your attack), if this Pokémon is in your hand and your Bench isn't full, you may move your Active Pokémon to your Bench and play this Pokémon as your new Active Pokémon.",Ability,sm7-83
sm7-88,Excavate,"Once during your turn (before your attack), you may look at the top card of your deck. You may discard that card.",Ability,sm7-88
sm7-90,Danger Perception,"If this Pokémon's remaining HP is 100 or less, its attacks do 80 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability,sm7-90
sm7-92,Conductive Body,"As long as this Pokémon is your Active Pokémon, its Retreat Cost is Colorless less for each Beldum on your Bench.",Ability,sm7-92
sm7-95,Extend,"As long as this Pokémon is your Active Pokémon, your turn does not end when you play Steven's Resolve.",Ability,sm7-95
sm7-96,Exoskeleton,This Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).,Ability,sm7-96
sm7-97,Wish Upon a Star,"If you took this Pokémon as a face-down Prize card during your turn and your Bench isn't full, before you put it into your hand, you may put it onto your Bench and take 1 more Prize card.",Ability,sm7-97
sm7-99,Full Metal Body,"If this Pokémon has any Metal Energy attached to it, it has no Weakness.",Ability,sm7-99
sm7-102,Ultra Wall,Your Ultra Beasts take 10 less damage from your opponent's attacks (after applying Weakness and Resistance).,Ability,sm7-102
sm7-106,Dragon Wind,"If this Pokémon is your Active Pokémon, once during your turn (before your attack), you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon.",Ability,sm7-106
sm7-109,Stormy Winds,"When you play this Pokémon from your hand onto your Bench during your turn, you may discard the top 3 cards of your deck. If you do, attach a basic Energy card from your discard pile to this Pokémon.",Ability,sm7-109
sm7-115,Lazy,"As long as this Pokémon is your Active Pokémon, your opponent's Pokémon in play have no Abilities, except for Lazy.",Ability,sm7-115
sm7-121,Search for Friends,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put 2 Supporter cards from your discard pile into your hand.",Ability,sm7-121
sm7-122,Unit Color 2,"As long as this Pokémon has Unit Energy LightningPsychicMetal attached to it, it is a Lightning, Psychic, and Metal Pokémon.",Ability,sm7-122
sm7-154,Legendary Ascent,"When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, move any number of Water Energy from your other Pokémon to this Pokémon.",Ability,sm7-154
sm7-155,Extra Energy Bomb,"Once during your turn (before your attack), you may attach 5 Energy cards from your discard pile to your Pokémon, except Pokémon-GX or Pokémon-EX, in any way you like. If you do, this Pokémon is Knocked Out.",Ability,sm7-155
sm7-156,Magic Evens,"Prevent all damage done to this Pokémon by your opponent's attacks if that damage is exactly 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, or 260.",Ability,sm7-156
sm7-157,Shady Move,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may move 1 damage counter from 1 Pokémon to another Pokémon.",Ability,sm7-157
sm7-158,Danger Perception,"If this Pokémon's remaining HP is 100 or less, its attacks do 80 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).",Ability,sm7-158
sm7-159,Ultra Wall,Your Ultra Beasts take 10 less damage from your opponent's attacks (after applying Weakness and Resistance).,Ability,sm7-159
