id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
bw3-47,Cofagrigus,[563],,90,Psychic,,Yamask,Darkness,×2,Durable Body,"If this Pokémon would be Knocked Out by damage from an attack, flip a coin. If heads, this Pokémon is not Knocked Out and its remaining HP becomes 10 instead.",Ability
bw3-48,Trubbish,[568],,60,Psychic,,,Psychic,×2,,,
bw3-49,Garbodor,[569],,100,Psychic,,Trubbish,Psychic,×2,,,
bw3-50,Solosis,[577],,30,Psychic,,,Psychic,×2,,,
bw3-51,Duosion,[578],,60,Psychic,,Solosis,Psychic,×2,,,
bw3-52,Reuniclus,[579],,90,Psychic,,Duosion,Psychic,×2,,,
bw3-53,Reuniclus,[579],,90,Psychic,,Duosion,Psychic,×2,,,
bw3-54,Elgyem,[605],,60,Psychic,,,Psychic,×2,,,
bw3-55,Elgyem,[605],,60,Psychic,,,Psychic,×2,,,
bw3-56,Beheeyem,[606],,80,Psychic,,Elgyem,Psychic,×2,,,
bw3-57,Litwick,[607],,50,Psychic,,,Darkness,×2,,,
bw3-58,Litwick,[607],,50,Psychic,,,Darkness,×2,,,
bw3-59,Lampent,[608],,80,Psychic,,Litwick,Darkness,×2,,,
bw3-60,Chandelure,[609],,130,Psychic,,Lampent,Darkness,×2,Cursed Shadow,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may put 3 damage counters on your opponent's Pokémon in any way you like.",Ability
bw3-61,Gigalith,[526],,150,Fighting,,Boldore,Grass,×2,,,
bw3-62,Timburr,[532],,60,Fighting,,,Psychic,×2,,,
bw3-63,Gurdurr,[533],,80,Fighting,,Timburr,Psychic,×2,,,
bw3-64,Conkeldurr,[534],,140,Fighting,,Gurdurr,Psychic,×2,Craftsmanship,This Pokémon gets +20 HP for each Fighting Energy attached to it.,Ability
bw3-65,Conkeldurr,[534],,140,Fighting,,Gurdurr,Psychic,×2,,,
bw3-66,Archen,[566],,80,Fighting,,Plume Fossil,Grass,×2,,,
bw3-67,Archeops,[567],,130,Fighting,,Archen,Grass,×2,Ancient Power,Each play can't play any Pokémon from his or her hand to evolve his or her Pokémon.,Ability
bw3-68,Stunfisk,[618],,90,Fighting,,,Water,×2,,,
bw3-69,Mienfoo,[619],,50,Fighting,,,Psychic,×2,,,
bw3-70,Mienshao,[620],,90,Fighting,,Mienfoo,Psychic,×2,,,
bw3-71,Golett,[622],,80,Fighting,,,Water,×2,,,
bw3-72,Golurk,[623],,130,Fighting,,Golett,Water,×2,,,
bw3-73,Terrakion,[639],,130,Fighting,,,Grass,×2,,,
bw3-74,Landorus,[645],,110,Fighting,,,Water,×2,,,
bw3-75,Pawniard,[624],,60,Darkness,,,Fighting,×2,,,
bw3-76,Bisharp,[625],,90,Darkness,,Pawniard,Fighting,×2,,,
bw3-77,Deino,[633],,60,Darkness,,,Fighting,×2,,,
bw3-78,Zweilous,[634],,90,Darkness,,Deino,Fighting,×2,,,
bw3-79,Hydreigon,[635],,150,Darkness,,Zweilous,Fighting,×2,Dark Aura,All Energy attached to this Pokémon are Darkness Energy instead of their usual type.,Ability
bw3-80,Escavalier,[589],,90,Metal,,Karrablast,Fire,×2,,,
bw3-81,Pawniard,[624],,60,Metal,,,Fire,×2,,,
bw3-82,Bisharp,[625],,100,Metal,,Pawniard,Fire,×2,,,
bw3-83,Durant,[632],,70,Metal,,,Fire,×2,,,
bw3-84,Cobalion,[638],,120,Metal,,,Fire,×2,,,
bw3-85,Audino,[531],,90,Colorless,,,Fighting,×2,,,
bw3-86,Axew,[610],,60,Colorless,,,,,,,
bw3-87,Fraxure,[611],,90,Colorless,,Axew,,,,,
bw3-88,Haxorus,[612],,140,Colorless,,Fraxure,,,,,
bw3-89,Druddigon,[621],,100,Colorless,,,,,Rough Skin,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.",Ability
bw3-97,Virizion,[640],,110,Grass,,,Fire,×2,,,
bw3-98,Victini,[494],,60,Fire,,,Water,×2,Victory Star,"Once during your turn, after you flip any coins for an attack, you may ignore all effects of those coin flips and being flipping those coins again. You can't use more than 1 Victory Star Ability each turn.",Ability
bw3-99,Terrakion,[639],,130,Fighting,,,Grass,×2,,,
bw3-100,Cobalion,[638],,120,Metal,,,Fire,×2,,,
bw3-102,Meowth,[52],,60,Colorless,,,Fighting,×2,,,
bw4-1,Pinsir,[127],,80,Grass,,,Fire,×2,,,
bw4-2,Seedot,[273],,40,Grass,,,Fire,×2,,,
bw4-3,Kricketot,[401],,60,Grass,,,Fire,×2,,,
bw4-4,Kricketune,[402],,90,Grass,,Kricketot,Fire,×2,,,
bw4-5,Shaymin-EX,[492],,110,Grass,,,Fire,×2,,,
bw4-6,Pansage,[511],,70,Grass,,,Fire,×2,,,
bw4-7,Simisage,[512],,90,Grass,,Pansage,Fire,×2,,,
bw4-8,Foongus,[590],,40,Grass,,,Fire,×2,,,
bw4-9,Amoonguss,[591],,90,Grass,,Foongus,Fire,×2,Sporprise,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. If you do, your opponent's Active Pokémon is now Confused and Poisoned.",Ability
bw4-10,Growlithe,[58],,80,Fire,,,Water,×2,,,
bw4-11,Growlithe,[58],,80,Fire,,,Water,×2,,,
bw4-12,Arcanine,[59],,130,Fire,,Growlithe,Water,×2,Blazing Mane,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned.",Ability
bw4-13,Arcanine,[59],,120,Fire,,Growlithe,Water,×2,,,
bw4-14,Moltres,[146],,120,Fire,,,Water,×2,,,
bw4-15,Pansear,[513],,70,Fire,,,Water,×2,,,
bw4-16,Simisear,[514],,90,Fire,,Pansear,Water,×2,,,
bw4-17,Darumaka,[554],,80,Fire,,,Water,×2,,,
bw4-18,Litwick,[607],,60,Fire,,,Water,×2,,,
bw4-19,Lampent,[608],,80,Fire,,Litwick,Water,×2,,,
bw4-20,Chandelure,[609],,120,Fire,,Lampent,Water,×2,,,
bw4-21,Reshiram,[643],,130,Fire,,,Water,×2,,,
bw4-22,Reshiram-EX,[643],,180,Fire,,,Water,×2,,,
bw4-23,Staryu,[120],,60,Water,,,Lightning,×2,,,
bw4-24,Starmie,[121],,90,Water,,Staryu,Lightning,×2,,,
bw4-25,Lapras,[131],,100,Water,,,Lightning,×2,,,
bw4-26,Lapras,[131],,90,Water,,,Metal,×2,,,
bw4-27,Articuno,[144],,120,Water,,,Metal,×2,,,
bw4-28,Panpour,[515],,70,Water,,,Lightning,×2,,,
bw4-29,Simipour,[516],,90,Water,,Panpour,Lightning,×2,,,
bw4-30,Basculin,[550],,80,Water,,,Lightning,×2,,,
bw4-31,Vanillite,[582],,60,Water,,,Metal,×2,,,
bw4-32,Vanillish,[583],,80,Water,,Vanillite,Metal,×2,,,
bw4-33,Vanilluxe,[584],,130,Water,,Vanillish,Metal,×2,Slippery Soles,"Once during your turn (before your attack), you may switch your Active Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches his or her Active Pokémon with 1 of his or her Benched Pokémon.",Ability
bw4-34,Frillish,[592],,80,Water,,,Lightning,×2,,,
bw4-35,Jellicent,[593],,120,Water,,Frillish,Lightning,×2,,,
bw4-36,Cubchoo,[613],,70,Water,,,Metal,×2,,,
bw4-37,Beartic,[614],,120,Water,,Cubchoo,Metal,×2,,,
bw4-38,Kyurem-EX,[646],,180,Water,,,Metal,×2,,,
bw4-39,Pikachu,[25],,60,Lightning,,,Fighting,×2,,,
bw4-40,Raichu,[26],,90,Lightning,,Pikachu,Fighting,×2,,,
bw4-41,Zapdos,[145],,120,Lightning,,,Lightning,×2,,,
bw4-42,Shinx,[403],,60,Lightning,,,Fighting,×2,,,
bw4-43,Shinx,[403],,60,Lightning,,,Fighting,×2,,,
bw4-44,Luxio,[404],,80,Lightning,,Shinx,Fighting,×2,,,
bw4-45,Luxio,[404],,80,Lightning,,Shinx,Fighting,×2,,,
bw4-46,Luxray,[405],,140,Lightning,,Luxio,Fighting,×2,,,
bw4-47,Blitzle,[522],,60,Lightning,,,Fighting,×2,,,
bw4-48,Zebstrika,[523],,90,Lightning,,Blitzle,Fighting,×2,,,
bw4-49,Emolga,[587],,70,Lightning,,,Fighting,×2,,,
bw4-50,Zekrom,[644],,130,Lightning,,,Fighting,×2,,,
bw4-51,Zekrom-EX,[644],,180,Lightning,,,Fighting,×2,,,
bw4-52,Grimer,[88],,70,Psychic,,,Psychic,×2,,,
bw4-53,Muk,[89],,110,Psychic,,Grimer,Psychic,×2,,,
bw4-54,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
bw4-55,Ralts,[280],,60,Psychic,,,Psychic,×2,,,
bw4-56,Kirlia,[281],,80,Psychic,,Ralts,Psychic,×2,,,
bw4-57,Gardevoir,[282],,110,Psychic,,Kirlia,Psychic,×2,Psychic Mirage,Each basic Psychic Energy attached to your Psychic Pokémon provides PsychicPsychic Energy. You can't apply more than 1 Psychic Mirage Ability at a time.,Ability
bw4-58,Munna,[517],,70,Psychic,,,Psychic,×2,,,
bw4-59,Musharna,[518],,100,Psychic,,Munna,Psychic,×2,Forewarn,"Once during your turn (before your attack), you may look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card back on top of your deck.",Ability
bw4-60,Darmanitan,[555],,110,Psychic,,Darumaka,Psychic,×2,,,
bw4-61,Elgyem,[605],,60,Psychic,,,Psychic,×2,,,
bw4-62,Beheeyem,[606],,80,Psychic,,Elgyem,Psychic,×2,,,
bw4-63,Riolu,[447],,70,Fighting,,,Psychic,×2,,,
bw4-64,Lucario,[448],,100,Fighting,,Riolu,Psychic,×2,Reflexive Retaliation,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.",Ability
bw4-65,Hippopotas,[449],,90,Fighting,,,Water,×2,,,
bw4-66,Hippowdon,[450],,130,Fighting,,Hippopotas,Water,×2,,,
bw4-67,Mienfoo,[619],,60,Fighting,,,Psychic,×2,,,
bw4-68,Mienshao,[620],,90,Fighting,,Mienfoo,Psychic,×2,,,
bw4-69,Sneasel,[215],,60,Darkness,,,Fighting,×2,,,
bw4-70,Weavile,[461],,90,Darkness,,Sneasel,Fighting,×2,,,
bw4-71,Nuzleaf,[274],,80,Darkness,,Seedot,Fighting,×2,,,
bw4-72,Shiftry,[275],,130,Darkness,,Nuzleaf,Fighting,×2,Giant Fan,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may flip a coin. If heads, choose 1 of your opponent's Pokémon. Your opponent shuffles that Pokémon and all cards attached to it into his or her deck.",Ability
bw4-73,Scraggy,[559],,70,Darkness,,,Fighting,×2,,,
bw4-74,Scrafty,[560],,90,Darkness,,Scraggy,Fighting,×2,,,
bw4-75,Bronzor,[436],,70,Metal,,,Fire,×2,,,
bw4-76,Bronzong,[437],,110,Metal,,Bronzor,Fire,×2,Heal Block,Damage can't be healed from any Pokémon (both yours and your opponent's). (Damage counters can still be moved.),Ability
bw4-77,Ferroseed,[597],,60,Metal,,,Fire,×2,,,
bw4-78,Jigglypuff,[39],,70,Colorless,,,Fighting,×2,,,
bw4-79,Wigglytuff,[40],,90,Colorless,,Jigglypuff,Fighting,×2,,,
bw4-80,Meowth,[52],,70,Colorless,,,Fighting,×2,,,
bw4-81,Persian,[53],,90,Colorless,,Meowth,Fighting,×2,,,
bw4-82,Regigigas-EX,[486],,180,Colorless,,,Fighting,×2,,,
bw4-83,Pidove,[519],,60,Colorless,,,Lightning,×2,,,
bw4-84,Minccino,[572],,60,Colorless,,,Fighting,×2,,,
bw4-85,Cinccino,[573],,90,Colorless,,Minccino,Fighting,×2,Smooth Coat,"If any damage is done to this Pokémon by attacks, flip a coin. If heads, prevent that damage.",Ability
bw4-94,Shaymin-EX,[492],,110,Grass,,,Fire,×2,,,
bw4-95,Reshiram-EX,[643],,180,Fire,,,Water,×2,,,
bw4-96,Kyurem-EX,[646],,180,Water,,,Metal,×2,,,
bw4-97,Zekrom-EX,[644],,180,Lightning,,,Fighting,×2,,,
bw4-98,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2,,,
bw4-99,Regigigas-EX,[486],,180,Colorless,,,Fighting,×2,,,
bw4-100,Emboar,[500],,150,Fire,,Pignite,Water,×2,Inferno Fandango,"As often as you like during your turn (before your attack), you may attach a Fire Energy card from your hand to 1 of your Pokémon.",Ability
bw4-101,Chandelure,[609],,130,Psychic,,Lampent,Darkness,×2,Cursed Shadow,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may put 3 damage counters on your opponent's Pokémon in any way you like.",Ability
bw4-102,Zoroark,[571],,100,Darkness,,Zorua,Fighting,×2,,,
bw4-103,Hydreigon,[635],,150,Darkness,,Zweilous,Fighting,×2,Dark Aura,All Energy attached to this Pokémon are Darkness Energy instead of their usual type.,Ability
bw5-1,Bulbasaur,[1],,60,Grass,,,Fire,×2,,,
bw5-2,Ivysaur,[2],,90,Grass,,Bulbasaur,Fire,×2,,,
bw5-3,Venusaur,[3],,140,Grass,,Ivysaur,Fire,×2,Floral Fragrance,"Once during your turn (before your attack), you may search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.",Ability
bw5-4,Scyther,[123],,80,Grass,,,Fire,×2,,,
bw5-5,Carnivine,[455],,90,Grass,,,Fire,×2,,,
bw5-6,Leafeon,[470],,90,Grass,,Eevee,Fire,×2,,,
bw5-7,Dwebble,[557],,60,Grass,,,Fire,×2,,,
bw5-8,Crustle,[558],,110,Grass,,Dwebble,Fire,×2,,,
bw5-9,Karrablast,[588],,60,Grass,,,Fire,×2,,,
bw5-10,Shelmet,[616],,60,Grass,,,Fire,×2,,,
bw5-11,Accelgor,[617],,90,Grass,,Shelmet,Fire,×2,,,
bw5-12,Flareon,[136],,90,Fire,,Eevee,Water,×2,,,
bw5-13,Entei-EX,[244],,180,Fire,,,Water,×2,,,
bw5-14,Torchic,[255],,50,Fire,,,Water,×2,,,
bw5-15,Torchic,[255],,60,Fire,,,Water,×2,,,
bw5-16,Combusken,[256],,80,Fire,,Torchic,Water,×2,,,
bw5-17,Blaziken,[257],,140,Fire,,Combusken,Water,×2,,,
bw5-18,Torkoal,[324],,90,Fire,,,Water,×2,,,
bw5-19,Heatmor,[631],,90,Fire,,,Water,×2,,,
bw5-20,Larvesta,[636],,80,Fire,,,Water,×2,,,
bw5-21,Larvesta,[636],,60,Fire,,,Water,×2,,,
bw5-22,Volcarona,[637],,110,Fire,,Larvesta,Water,×2,Scorching Scales,Put 4 damage counters instead of 2 on your opponent's Burned Pokémon between turns.,Ability
bw5-23,Slowpoke,[79],,70,Water,,,Lightning,×2,,,
bw5-24,Slowbro,[80],,100,Water,,Slowpoke,Lightning,×2,Airhead,"If you have 2, 4, or 6 Prize Cards left, this Pokémon can't attack.",Ability
bw5-25,Vaporeon,[134],,110,Water,,Eevee,Lightning,×2,,,
bw5-26,Kyogre-EX,[382],,170,Water,,,Lightning,×2,,,
bw5-27,Piplup,[393],,60,Water,,,Lightning,×2,,,
bw5-28,Prinplup,[394],,80,Water,,Piplup,Lightning,×2,,,
bw5-29,Empoleon,[395],,140,Water,,Prinplup,Lightning,×2,Diving Draw,"Once during your turn (before your attack), you may discard 1 card from your hand. If you do, draw 2 cards.",Ability
bw5-30,Glaceon,[471],,90,Water,,Eevee,Metal,×2,,,
bw5-31,Tympole,[535],,60,Water,,,Grass,×2,,,
bw5-32,Palpitoad,[536],,80,Water,,Tympole,Grass,×2,,,
bw5-33,Vanillite,[582],,50,Water,,,Metal,×2,,,
bw5-34,Vanillish,[583],,70,Water,,Vanillite,Metal,×2,,,
bw5-35,Ducklett,[580],,60,Water,,,Lightning,×2,,,
bw5-36,Swanna,[581],,90,Water,,Ducklett,Lightning,×2,,,
bw5-37,Jolteon,[135],,90,Lightning,,Eevee,Fighting,×2,,,
bw5-38,Raikou-EX,[243],,170,Lightning,,,Fighting,×2,,,
bw5-39,Plusle,[311],,60,Lightning,,,Fighting,×2,,,
bw5-40,Minun,[312],,60,Lightning,,,Fighting,×2,,,
bw5-41,Joltik,[595],,30,Lightning,,,Fighting,×2,,,
bw5-42,Joltik,[595],,30,Lightning,,,Fighting,×2,,,
bw5-43,Galvantula,[596],,80,Lightning,,Joltik,Fighting,×2,,,
bw5-44,Tynamo,[602],,40,Lightning,,,Fighting,×2,,,
bw5-45,Tynamo,[602],,40,Lightning,,,Fighting,×2,,,
bw5-46,Eelektrik,[603],,90,Lightning,,Tynamo,Fighting,×2,,,
bw5-47,Eelektross,[604],,140,Lightning,,Eelektrik,Fighting,×2,,,
bw5-48,Espeon,[196],,90,Psychic,,Eevee,Psychic,×2,Solar Revelation,"Prevent all effects of your opponent's attacks, except damage, done to each of your Pokémon that has any Energy attached to it.",Ability
bw5-49,Slowking,[199],,90,Psychic,,Slowpoke,Psychic,×2,,,
bw5-50,Woobat,[527],,50,Psychic,,,Lightning,×2,,,
bw5-51,Yamask,[562],,60,Psychic,,,Darkness,×2,,,
bw5-52,Cofagrigus,[563],,100,Psychic,,Yamask,Darkness,×2,,,
bw5-53,Aerodactyl,[142],,90,Fighting,,Old Amber Aerodactyl,Grass,×2,Ancient Scream,Your Pokémon's attacks do 10 more damage to the Active Pokémon (before applying Weakness and Resistance).,Ability
bw5-54,Groudon-EX,[383],,180,Fighting,,,Water,×2,,,
bw5-55,Drilbur,[529],,70,Fighting,,,Water,×2,,,
bw5-56,Excadrill,[530],,120,Fighting,,Drilbur,Water,×2,,,
bw5-57,Excadrill,[530],,120,Fighting,,Drilbur,Water,×2,,,
bw5-58,Timburr,[532],,60,Fighting,,,Psychic,×2,,,
bw5-59,Gurdurr,[533],,80,Fighting,,Timburr,Psychic,×2,,,
bw5-60,Umbreon,[197],,100,Darkness,,Eevee,Fighting,×2,,,
bw5-61,Umbreon,[197],,100,Darkness,,Eevee,Fighting,×2,,,
bw5-62,Sableye,[302],,70,Darkness,,,,,,,
bw5-63,Darkrai-EX,[491],,180,Darkness,,,Fighting,×2,Dark Cloak,Each of your Pokémon that has any Darkness Energy attached to it has no Retreat Cost.,Ability
bw5-64,Sandile,[551],,70,Darkness,,,Fighting,×2,,,
bw5-65,Krokorok,[552],,90,Darkness,,Sandile,Fighting,×2,,,
bw5-66,Krookodile,[553],,150,Darkness,,Krokorok,Fighting,×2,,,
bw5-67,Scraggy,[559],,60,Darkness,,,Fighting,×2,,,
bw5-68,Scrafty,[560],,100,Darkness,,Scraggy,Fighting,×2,,,
bw5-69,Zorua,[570],,50,Darkness,,,Fighting,×2,,,
bw5-70,Zorua,[570],,60,Darkness,,,Fighting,×2,,,
bw5-71,Zoroark,[571],,100,Darkness,,Zorua,Fighting,×2,,,
bw5-72,Bisharp,[625],,90,Darkness,,Pawniard,Fighting,×2,,,
bw5-73,Vullaby,[629],,60,Darkness,,,Lightning,×2,,,
bw5-74,Escavalier,[589],,90,Metal,,Karrablast,Fire,×2,,,
bw5-75,Klink,[599],,60,Metal,,,Fire,×2,,,
bw5-76,Klang,[600],,80,Metal,,Klink,Fire,×2,,,
bw5-77,Klinklang,[601],,140,Metal,,Klang,Fire,×2,,,
bw5-78,Pawniard,[624],,60,Metal,,,Fire,×2,,,
bw5-79,Bisharp,[625],,100,Metal,,Pawniard,Fire,×2,,,
bw5-80,Chansey,[113],,100,Colorless,,,Fighting,×2,,,
bw5-81,Chansey,[113],,100,Colorless,,,Fighting,×2,,,
bw5-82,Blissey,[242],,130,Colorless,,Chansey,Fighting,×2,Softboiled,"Once during your turn (before your attack), you may flip a coin. If heads, heal 30 damage from your Active Pokémon.",Ability
bw5-83,Eevee,[133],,60,Colorless,,,Fighting,×2,,,
bw5-84,Eevee,[133],,50,Colorless,,,Fighting,×2,,,
bw5-85,Chatot,[441],,70,Colorless,,,Lightning,×2,,,
bw5-86,Lillipup,[506],,50,Colorless,,,Fighting,×2,,,
bw5-87,Herdier,[507],,80,Colorless,,Lillipup,Fighting,×2,,,
bw5-88,Stoutland,[508],,130,Colorless,,Herdier,Fighting,×2,,,
bw5-89,Haxorus,[612],,140,Colorless,,Fraxure,,,,,
bw5-90,Tornadus-EX,[641],,170,Colorless,,,Lightning,×2,,,
bw5-103,Entei-EX,[244],,180,Fire,,,Water,×2,,,
bw5-104,Kyogre-EX,[382],,170,Water,,,Lightning,×2,,,
bw5-105,Raikou-EX,[243],,170,Lightning,,,Fighting,×2,,,
bw5-106,Groudon-EX,[383],,180,Fighting,,,Water,×2,,,
bw5-107,Darkrai-EX,[491],,180,Darkness,,,Fighting,×2,Dark Cloak,Each of your Pokémon that has any Darkness Energy attached to it has no Retreat Cost.,Ability
bw5-108,Tornadus-EX,[641],,170,Colorless,,,Lightning,×2,,,
bw5-109,Gardevoir,[282],,110,Psychic,,Kirlia,Psychic,×2,Psychic Mirage,Each basic Psychic Energy attached to your Psychic Pokémon provides PsychicPsychic Energy. You can't apply more than 1 Psychic Mirage Ability at a time.,Ability
bw5-110,Archeops,[567],,130,Fighting,,Archen,Grass,×2,Ancient Power,Each play can't play any Pokémon from his or her hand to evolve his or her Pokémon.,Ability
bw6-1,Hoppip,[187],,30,Grass,,,Fire,×2,,,
bw6-2,Skiploom,[188],,60,Grass,,Hoppip,Fire,×2,,,
bw6-3,Jumpluff,[189],,90,Grass,,Skiploom,Fire,×2,Leave It to the Wind,"Once during your turn (before your attack), you may return this Pokémon and all cards attached to it to your hand.",Ability
bw6-4,Yanma,[193],,70,Grass,,,Lightning,×2,,,
bw6-5,Yanmega,[469],,100,Grass,,Yanma,Lightning,×2,,,
bw6-6,Wurmple,[265],,60,Grass,,,Fire,×2,,,
bw6-7,Silcoon,[266],,80,Grass,,Wurmple,Fire,×2,,,
bw6-8,Beautifly,[267],,120,Grass,,Silcoon,Fire,×2,,,
bw6-9,Cascoon,[268],,80,Grass,,Wurmple,Fire,×2,,,
bw6-10,Nincada,[290],,40,Grass,,,Fire,×2,,,
bw6-11,Ninjask,[291],,60,Grass,,Nincada,Fire,×2,Cast-off Shell,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may search your deck for Shedinja and put it onto your Bench. Shuffle your deck afterward.",Ability
bw6-12,Roselia,[315],,70,Grass,,,Fire,×2,,,
bw6-13,Roselia,[315],,70,Grass,,,Fire,×2,,,
bw6-14,Roserade,[407],,90,Grass,,Roselia,Fire,×2,,,
bw6-15,Roserade,[407],,90,Grass,,Roselia,Fire,×2,Le Parfum,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may search your deck for any card and put it into your hand. Shuffle your deck afterward.",Ability
bw6-16,Maractus,[556],,90,Grass,,,Fire,×2,,,
bw6-17,Foongus,[590],,40,Grass,,,Fire,×2,,,
bw6-18,Vulpix,[37],,60,Fire,,,Water,×2,,,
bw6-19,Ninetales,[38],,90,Fire,,Vulpix,Water,×2,Bright Look,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.",Ability
bw6-20,Magmar,[126],,80,Fire,,,Water,×2,,,
bw6-21,Magmortar,[467],,120,Fire,,Magmar,Water,×2,,,
bw6-22,Ho-Oh-EX,[250],,160,Fire,,,Water,×2,Rebirth,"Once during your turn (before your attack), if this Pokémon is in your discard pile, you may flip a coin. If heads, put this Pokémon onto your Bench and attach 3 different types of basic Energy cards from the discard pile to this Pokémon.",Ability
bw6-23,Magikarp,[129],,30,Water,,,Lightning,×2,,,
bw6-24,Gyarados,[130],,130,Water,,Magikarp,Lightning,×2,,,
bw6-25,Wailmer,[320],,100,Water,,,Lightning,×2,,,
bw6-26,Wailord,[321],,200,Water,,Wailmer,Lightning,×2,,,
bw6-27,Feebas,[349],,30,Water,,,Lightning,×2,,,
bw6-28,Milotic,[350],,110,Water,,Feebas,Lightning,×2,,,
bw6-29,Spheal,[363],,60,Water,,,Metal,×2,,,
bw6-30,Sealeo,[364],,80,Water,,Spheal,Metal,×2,,,
bw6-31,Walrein,[365],,140,Water,,Sealeo,Metal,×2,,,
bw6-32,Buizel,[418],,70,Water,,,Lightning,×2,,,
bw6-33,Floatzel,[419],,90,Water,,Buizel,Lightning,×2,,,
bw6-34,Tympole,[535],,50,Water,,,Grass,×2,,,
bw6-35,Palpitoad,[536],,80,Water,,Tympole,Grass,×2,,,
bw6-36,Seismitoad,[537],,140,Water,,Palpitoad,Grass,×2,,,
bw6-37,Alomomola,[594],,90,Water,,,Lightning,×2,,,
bw6-38,Mareep,[179],,60,Lightning,,,Fighting,×2,,,
bw6-39,Flaaffy,[180],,80,Lightning,,Mareep,Fighting,×2,,,
bw6-40,Ampharos,[181],,140,Lightning,,Flaaffy,Fighting,×2,Electromagnetic Wall,"As long as this Pokémon is your Active Pokémon, whenever your opponent attaches an Energy from his or her hand to 1 of his or her Pokémon, put 3 damage counters on that Pokémon.",Ability
bw6-41,Electrike,[309],,60,Lightning,,,Fighting,×2,,,
bw6-42,Electrike,[309],,60,Lightning,,,Fighting,×2,,,
bw6-43,Manectric,[310],,90,Lightning,,Electrike,Fighting,×2,,,
bw6-44,Manectric,[310],,90,Lightning,,Electrike,Fighting,×2,,,
bw6-45,Emolga,[587],,70,Lightning,,,Lightning,×2,,,
bw6-46,Mew-EX,[151],,120,Psychic,,,Psychic,×2,Versatile,This Pokémon can use the attacks of any Pokémon in play (both yours and your opponent's). (You still need the necessary Energy to use each attack.),Ability
bw6-47,Dustox,[269],,130,Psychic,,Cascoon,Psychic,×2,,,
bw6-48,Shedinja,[292],,60,Psychic,,Nincada,,,Empty Shell,"If this Pokémon is Knocked Out, your opponent can't take any Prize cards for it.",Ability
bw6-49,Drifloon,[425],,60,Psychic,,,Darkness,×2,,,
bw6-50,Drifloon,[425],,60,Psychic,,,Darkness,×2,,,
bw6-51,Drifblim,[426],,100,Psychic,,Drifloon,Darkness,×2,,,
bw6-52,Sigilyph,[561],,90,Psychic,,,Psychic,×2,Safeguard,"Prevent all effects of attacks, including damage, done to this Pokémon by Pokémon-EX.",Ability
bw6-53,Trubbish,[568],,70,Psychic,,,Psychic,×2,,,
bw6-54,Garbodor,[569],,100,Psychic,,Trubbish,Psychic,×2,Garbotoxin,"If this Pokémon has a Pokémon Tool card attached to it, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Garbotoxin).",Ability
bw6-55,Gothita,[574],,50,Psychic,,,Psychic,×2,,,
bw6-56,Gothorita,[575],,80,Psychic,,Gothita,Psychic,×2,,,
bw6-57,Gothitelle,[576],,130,Psychic,,Gothorita,Psychic,×2,,,
bw6-58,Golett,[622],,90,Psychic,,,Darkness,×2,,,
bw6-59,Golurk,[623],,130,Psychic,,Golett,Darkness,×2,,,
