id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
ex11-93,Holon Mentor,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., Search your deck for up to 3 Basic Pokémon that each has 100 HP or less, show them to your opponent, and put them into your hand. Shuffle your deck afterward.","insert into trainer_cards (id,card_rule) values('ex11-93','You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., Search your deck for up to 3 Basic Pokémon that each has 100 HP or less, show them to your opponent, and put them into your hand. Shuffle your deck afterward.');"
ex11-94,Holon Research Tower,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player''s basic Energy cards attached to Pokémon that has δ on its card are both their usual Energy type and Metal type but provide only 1 Energy at a time. (Has no effect other than providing Energy.)","insert into trainer_cards (id,card_rule) values('ex11-94','This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player''s basic Energy cards attached to Pokémon that has δ on its card are both their usual Energy type and Metal type but provide only 1 Energy at a time. (Has no effect other than providing Energy.)');"
ex11-95,Holon Researcher,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., Search your deck for a Metal Energy card or a Basic Pokémon (or Evolution card) that has δ on its card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.","insert into trainer_cards (id,card_rule) values('ex11-95','You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., Search your deck for a Metal Energy card or a Basic Pokémon (or Evolution card) that has δ on its card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.');"
ex11-96,Holon Ruins,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player that has any Pokémon in play that has δ on its card may draw a card once during his or her turn. If the player does, he or she discards a card from his or her hand.","insert into trainer_cards (id,card_rule) values('ex11-96','This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player that has any Pokémon in play that has δ on its card may draw a card once during his or her turn. If the player does, he or she discards a card from his or her hand.');"
ex11-97,Holon Scientist,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., If you have less cards in your hand than your opponent, draw cards until you have the same number of cards as your opponent.","insert into trainer_cards (id,card_rule) values('ex11-97','You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Discard a card from your hand. If you can''t discard a card from your hand, you can''t play this card., If you have less cards in your hand than your opponent, draw cards until you have the same number of cards as your opponent.');"
ex11-98,Holon Transceiver,"Search your deck for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand. Shuffle your deck afterward. Or, search your discard pile for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand.","insert into trainer_cards (id,card_rule) values('ex11-98','Search your deck for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand. Shuffle your deck afterward. Or, search your discard pile for a Supporter card that has Holon in its name, show it to your opponent, and put it into your hand.');"
ex11-99,Master Ball,"Look at the top 7 cards from your deck. Choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Put the other 6 cards back on top of your deck. Shuffle your deck afterward.","insert into trainer_cards (id,card_rule) values('ex11-99','Look at the top 7 cards from your deck. Choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Put the other 6 cards back on top of your deck. Shuffle your deck afterward.');"
ex11-100,Super Scoop Up,"Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.","insert into trainer_cards (id,card_rule) values('ex11-100','Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.');"
ex11-101,Potion,Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).,"insert into trainer_cards (id,card_rule) values('ex11-101','Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).');"
ex11-102,Switch,Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.,"insert into trainer_cards (id,card_rule) values('ex11-102','Switch 1 of your Active Pokémon with 1 of your Benched Pokémon.');"
ex12-72,Cursed Stone,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., At any time between turns, each player puts 1 damage counter on his or her Pokémon that has a Poké-Power.","insert into trainer_cards (id,card_rule) values('ex12-72','This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., At any time between turns, each player puts 1 damage counter on his or her Pokémon that has a Poké-Power.');"
ex12-73,Fieldworker,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Draw 3 cards. Your opponent may also draw a card.","insert into trainer_cards (id,card_rule) values('ex12-73','You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Draw 3 cards. Your opponent may also draw a card.');"
ex12-74,Full Flame,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Put 4 damage counters instead of 2 on each Burned Pokémon between turns. The Special Condition Burned can''t be removed by evolving or devolving the Burned Pokémon.","insert into trainer_cards (id,card_rule) values('ex12-74','This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Put 4 damage counters instead of 2 on each Burned Pokémon between turns. The Special Condition Burned can''t be removed by evolving or devolving the Burned Pokémon.');"
ex12-75,Giant Stump,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player can''t have more than 3 Benched Pokémon., When Giant Stump comes into play, each player discards Benched Pokémon and any cards attached to them until he or she has 3 Benched Pokémon. (You discard your Pokémon first.)","insert into trainer_cards (id,card_rule) values('ex12-75','This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can''t play this card., Each player can''t have more than 3 Benched Pokémon., When Giant Stump comes into play, each player discards Benched Pokémon and any cards attached to them until he or she has 3 Benched Pokémon. (You discard your Pokémon first.)');"
