id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
dp1-96,Roselia,[315],31,70,Grass,,,Fire,+10
dp1-97,Seedot,[273],9,50,Grass,,,Fire,+10
dp1-98,Shinx,[403],7,60,Lightning,,,Fighting,+10
dp1-99,Skorupi,[451],9,60,Psychic,,,Psychic,+10
dp1-100,Sneasel,[215],21,60,Darkness,,,Fighting,+10
dp1-101,Starly,[396],8,50,Colorless,,,Lightning,+10
dp1-102,Stunky,[434],17,60,Darkness,,,Fighting,+10
dp1-103,Turtwig,[387],10,60,Grass,,,Fire,+10
dp1-104,Wurmple,[265],7,50,Grass,,,Fire,+10
dp1-120,Empoleon LV.X,[395],X,140,Water,,Empoleon,Lightning,+30
dp1-121,Infernape LV.X,[392],X,120,Fire,,Infernape,Water,+30
dp1-122,Torterra LV.X,[389],X,160,Grass,,Torterra,Fire,+30
dp2-1,Aggron,[306],49,130,Metal,,Lairon,Fire,+40
dp2-2,Alakazam,[65],47,100,Psychic,,Kadabra,Psychic,+30
dp2-3,Ambipom,[424],36,80,Colorless,,Aipom,Fighting,+20
dp2-4,Azelf,[482],50,60,Psychic,,,Psychic,+20
dp2-5,Blissey,[242],44,130,Colorless,,Chansey,Fighting,+30
dp2-6,Bronzong,[437],40,90,Metal,,Bronzor,Fire,+30
dp2-7,Celebi,[251],39,60,Grass,,,Fire,+20
dp2-8,Feraligatr,[160],53,130,Water,,Croconaw,Lightning,+30
dp2-9,Garchomp,[445],66,130,Colorless,,Gabite,Colorless,+30
dp2-10,Honchkrow,[430],42,90,Darkness,,Murkrow,Lightning,+20
dp2-11,Lumineon,[457],34,80,Water,,Finneon,Lightning,+20
dp2-12,Magmortar,[467],48,100,Fire,,Magmar,Water,+30
dp2-13,Meganium,[154],48,130,Grass,,Bayleef,Fire,+30
dp2-14,Mesprit,[481],50,60,Psychic,,,Psychic,+20
dp2-15,Raichu,[26],40,90,Lightning,,Pikachu,Fighting,+20
dp2-16,Typhlosion,[157],46,110,Fire,,Quilava,Water,+30
dp2-17,Tyranitar,[248],57,140,Darkness,,Pupitar,Fighting,+30
dp2-18,Uxie,[480],50,60,Psychic,,,Psychic,+20
dp2-19,Abomasnow,[460],40,100,Grass,,Snover,Fire,+30
dp2-20,Ariados,[168],32,80,Grass,,Spinarak,Fire,+20
dp2-21,Bastiodon,[411],51,130,Metal,,Shieldon,Fire,+40
dp2-22,Chimecho,[358],21,70,Psychic,,,Psychic,+20
dp2-23,Crobat,[169],45,100,Psychic,,Golbat,Psychic,+30
dp2-24,Exeggutor,[103],46,90,Grass,,Exeggcute,Fire,+20
dp2-25,Glalie,[362],43,90,Water,,Snorunt,Metal,+20
dp2-26,Gyarados,[130],49,120,Water,,Magikarp,Lightning,+30
dp2-27,Kricketune,[402],38,80,Grass,,Kricketot,Fire,+20
dp2-28,Manectric,[310],38,80,Lightning,,Electrike,Fighting,+20
dp2-29,Mantine,[226],25,80,Water,,,Lightning,+20
dp2-30,Mr. Mime,[122],33,70,Psychic,,,Psychic,+20
dp2-31,Nidoqueen,[31],50,120,Psychic,,Nidorina,Psychic,+30
dp2-32,Ninetales,[38],37,80,Fire,,Vulpix,Water,+20
dp2-33,Rampardos,[409],48,120,Fighting,,Cranidos,Grass,+30
dp2-34,Slaking,[289],56,140,Colorless,,Vigoroth,Fighting,+30
dp2-35,Sudowoodo,[185],22,80,Fighting,,,Water,×2
dp2-36,Toxicroak,[454],39,90,Psychic,,Croagunk,Psychic,+20
dp2-37,Unown I,[201],16,50,Psychic,,,Psychic,+10
dp2-38,Ursaring,[217],38,100,Colorless,,Teddiursa,Fighting,+20
dp2-39,Walrein,[365],51,130,Water,,Sealeo,Metal,+30
dp2-40,Whiscash,[340],41,90,Water,,Barboach,Grass,+30
dp2-41,Bayleef,[153],28,80,Grass,,Chikorita,Fire,+20
dp2-42,Chingling,[433],6,40,Psychic,,,Psychic,+10
dp2-43,Cranidos,[408],24,70,Fighting,,Skull Fossil,Grass,+20
dp2-44,Croconaw,[159],27,80,Water,,Totodile,Lightning,+20
dp2-45,Dewgong,[87],36,90,Water,,Seel,Metal,+20
dp2-46,Dodrio,[85],34,80,Colorless,,Doduo,Lightning,+20
dp2-47,Dunsparce,[206],21,60,Colorless,,,Fighting,+10
dp2-48,Gabite,[444],32,80,Colorless,,Gible,Colorless,+20
dp2-49,Girafarig,[203],27,70,Colorless,,,Psychic,+20
dp2-50,Golbat,[42],22,70,Psychic,,Zubat,Psychic,+20
dp2-51,Graveler,[75],34,90,Fighting,,Geodude,Grass,+20
dp2-52,Happiny,[440],8,60,Colorless,,,Fighting,+10
dp2-53,Lairon,[305],32,80,Metal,,Aron,Fire,+20
dp2-54,Magmar,[126],30,70,Fire,,,Water,+20
dp2-55,Masquerain,[284],32,70,Grass,,Surskit,Fire,+20
dp2-56,Nidorina,[30],25,80,Psychic,,Nidoran ♀,Psychic,+20
dp2-57,Octillery,[224],32,80,Water,,Remoraid,Lightning,+20
dp2-58,Parasect,[47],36,90,Grass,,Paras,Fire,+20
dp2-59,Pupitar,[247],31,70,Fighting,,Larvitar,Grass,+20
dp2-60,Quilava,[156],25,80,Fire,,Cyndaquil,Water,+20
dp2-61,Sandslash,[28],37,90,Fighting,,Sandshrew,Water,+20
dp2-62,Sealeo,[364],27,80,Water,,Spheal,Metal,+20
dp2-63,Shieldon,[410],26,80,Metal,,Armor Fossil,Fire,+20
dp2-64,Tropius,[357],28,80,Grass,,,Fire,+20
dp2-65,Unown E,[201],18,50,Psychic,,,Psychic,+10
dp2-66,Unown M,[201],15,50,Psychic,,,Psychic,+10
dp2-67,Unown T,[201],14,50,Psychic,,,Psychic,+10
dp2-68,Vigoroth,[288],24,80,Colorless,,Slakoth,Fighting,+20
dp2-69,Abra,[63],8,50,Psychic,,,Psychic,+10
dp2-70,Aipom,[190],17,60,Colorless,,,Fighting,+10
dp2-71,Aron,[304],15,50,Metal,,,Fire,+10
dp2-72,Barboach,[339],12,50,Water,,,Grass,+10
dp2-73,Bidoof,[399],11,60,Colorless,,,Fighting,+10
dp2-74,Bronzor,[436],8,50,Metal,,,Fire,+10
dp2-75,Buizel,[418],12,60,Water,,,Lightning,+10
dp2-76,Chansey,[113],31,100,Colorless,,,Fighting,+20
dp2-77,Chikorita,[152],10,50,Grass,,,Fire,+10
dp2-78,Croagunk,[453],17,60,Psychic,,,Psychic,+10
dp2-79,Cyndaquil,[155],12,60,Fire,,,Water,+10
dp2-80,Doduo,[84],18,60,Colorless,,,Lightning,+10
dp2-81,Electrike,[309],16,60,Lightning,,,Fighting,+10
dp2-82,Exeggcute,[102],12,60,Grass,,,Fire,+10
dp2-83,Finneon,[456],12,50,Water,,,Lightning,+10
dp2-84,Geodude,[74],12,60,Fighting,,,Grass,+10
dp2-85,Gible,[443],9,50,Colorless,,,Colorless,+10
dp2-86,Kricketot,[401],9,60,Grass,,,Fire,+10
dp2-87,Larvitar,[246],18,50,Fighting,,,Grass,+10
dp2-88,Magby,[240],5,40,Fire,,,Water,+10
dp2-89,Magikarp,[129],13,30,Water,,,Lightning,+10
dp2-90,Murkrow,[198],20,60,Darkness,,,Lightning,+10
dp2-91,Nidoran ♀,[29],12,50,Psychic,,,Psychic,+10
dp2-92,Paras,[46],16,60,Grass,,,Fire,+10
dp2-93,Pichu,[172],6,40,Lightning,,,Fighting,+10
dp2-94,Pikachu,[25],15,60,Lightning,,,Fighting,+10
dp2-95,Remoraid,[223],15,60,Water,,,Lightning,+10
dp2-96,Sandshrew,[27],16,60,Fighting,,,Water,+10
dp2-97,Seel,[86],18,60,Water,,,Metal,+10
dp2-98,Shinx,[403],9,60,Lightning,,,Fighting,+10
dp2-99,Slakoth,[287],7,50,Colorless,,,Fighting,+10
dp2-100,Snorunt,[361],14,50,Water,,,Metal,+10
dp2-101,Snover,[459],20,60,Grass,,,Fire,+10
dp2-102,Spheal,[363],17,50,Water,,,Metal,+10
dp2-103,Spinarak,[167],18,50,Grass,,,Fire,+10
dp2-104,Surskit,[283],14,50,Grass,,,Fire,+10
dp2-105,Teddiursa,[216],20,60,Colorless,,,Fighting,+10
dp2-106,Totodile,[158],15,50,Water,,,Lightning,+10
dp2-107,Vulpix,[37],16,60,Fire,,,Water,+10
dp2-108,Zubat,[41],8,50,Psychic,,,Psychic,+10
dp2-121,Electivire LV.X,[466],X,120,Lightning,,Electivire,Fighting,×2
dp2-122,Lucario LV.X,[448],X,110,Fighting,,Lucario,Psychic,×2
dp2-123,Magmortar LV.X,[467],X,130,Fire,,Magmortar,Water,×2
dp3-1,Ampharos,[181],52,130,Lightning,,Flaaffy,Fighting,+30
dp3-2,Blastoise,[9],52,120,Water,,Wartortle,Lightning,+30
dp3-3,Charizard,[6],55,130,Fire,,Charmeleon,Water,+40
dp3-4,Entei,[244],43,80,Fire,,,Water,+20
dp3-5,Flygon,[330],60,120,Fighting,,Vibrava,Water,+30
dp3-6,Gallade,[475],55,130,Fighting,,Kirlia,Psychic,+30
dp3-7,Gardevoir,[282],55,110,Psychic,,Kirlia,Psychic,+30
dp3-8,Gastrodon East Sea,[423],43,100,Water,,Shellos East Sea,Grass,+30
dp3-9,Gastrodon West Sea,[423],44,100,Fighting,,Shellos West Sea,Grass,+30
dp3-10,Ho-Oh,[250],45,90,Fire,,,Water,×2
dp3-11,Jumpluff,[189],42,90,Grass,,Skiploom,Fire,+30
dp3-12,Lickilicky,[463],46,110,Colorless,,Lickitung,Fighting,+30
dp3-13,Ludicolo,[272],47,100,Water,,Lombre,Lightning,+30
dp3-14,Lugia,[249],43,90,Colorless,,,Psychic,+20
dp3-15,Mew,[151],40,60,Psychic,,,Psychic,+20
dp3-16,Raikou,[243],42,80,Lightning,,,Fighting,+20
dp3-17,Roserade,[407],37,90,Grass,,Roselia,Fire,+20
dp3-18,Salamence,[373],62,140,Colorless,,Shelgon,Colorless,+30
dp3-19,Suicune,[245],44,70,Water,,,Lightning,+20
dp3-20,Venusaur,[3],51,130,Grass,,Ivysaur,Fire,+30
dp3-21,Absol,[359],31,70,Darkness,,,Fighting,+20
dp3-22,Arcanine,[59],48,100,Fire,,Growlithe,Water,+30
dp3-23,Banette,[354],42,80,Psychic,,Shuppet,Darkness,+20
dp3-24,Dugtrio,[51],46,90,Fighting,,Diglett,Water,+20
dp3-25,Electivire,[466],50,100,Lightning,,Electabuzz,Fighting,+30
dp3-26,Electrode,[101],42,80,Lightning,,Voltorb,Fighting,+20
dp3-27,Furret,[162],35,90,Colorless,,Sentret,Fighting,+20
dp3-28,Golduck,[55],39,90,Water,,Psyduck,Lightning,+20
dp3-29,Golem,[76],52,130,Fighting,,Graveler,Grass,+30
dp3-30,Jynx,[124],30,70,Psychic,,,Psychic,+20
dp3-31,Magmortar,[467],52,110,Fire,,Magmar,Water,+30
dp3-32,Minun,[312],30,60,Lightning,,,Fighting,+10
dp3-33,Mothim,[414],39,80,Grass,,Burmy,Fire,+20
dp3-34,Nidoking,[34],55,130,Psychic,,Nidorino,Psychic,+30
dp3-35,Pidgeot,[18],50,120,Colorless,,Pidgeotto,Lightning,+30
dp3-36,Plusle,[311],30,60,Lightning,,,Fighting,+10
dp3-37,Sharpedo,[319],39,80,Darkness,,Carvanha,Lightning,+20
dp3-38,Sunflora,[192],35,80,Grass,,Sunkern,Fire,+20
dp3-39,Unown S,[201],18,50,Psychic,,,Psychic,+10
dp3-40,Weavile,[461],30,80,Water,,Sneasel,Metal,+20
dp3-41,Wormadam Plant Cloak,[413],36,80,Grass,,Burmy Plant Cloak,Fire,+20
dp3-42,Wormadam Sandy Cloak,[413],37,80,Fighting,,Burmy Sandy Cloak,Fire,+20
dp3-43,Wormadam Trash Cloak,[413],38,70,Metal,,Burmy Trash Cloak,Fire,+20
dp3-44,Xatu,[178],44,80,Psychic,,Natu,Psychic,+10
dp3-45,Breloom,[286],40,100,Grass,,Shroomish,Fire,+30
dp3-46,Charmeleon,[5],29,80,Fire,,Charmander,Water,+20
dp3-47,Cloyster,[91],40,80,Water,,Shellder,Lightning,+20
dp3-48,Donphan,[232],48,100,Fighting,,Phanpy,Water,+20
dp3-49,Farfetch'd,[83],26,60,Colorless,,,Lightning,+20
dp3-50,Flaaffy,[180],26,80,Lightning,,Mareep,Fighting,+20
dp3-51,Ivysaur,[2],24,80,Grass,,Bulbasaur,Fire,+20
dp3-52,Kecleon,[352],28,70,Colorless,,,Fighting,+10
dp3-53,Kirlia,[281],28,80,Psychic,,Ralts,Psychic,+20
dp3-54,Lombre,[271],26,70,Water,,Lotad,Lightning,+20
dp3-55,Miltank,[241],32,90,Colorless,,,Fighting,+20
dp3-56,Muk,[89],43,80,Psychic,,Grimer,Psychic,+20
dp3-57,Nidorino,[33],28,80,Psychic,,Nidoran ♂,Psychic,+20
dp3-58,Pidgeotto,[17],21,70,Colorless,,Pidgey,Lightning,+20
dp3-59,Pinsir,[127],30,80,Grass,,,Fire,+20
dp3-60,Quagsire,[195],38,90,Water,,Wooper,Grass,+30
dp3-61,Raticate,[20],29,70,Colorless,,Rattata,Fighting,+20
dp3-62,Roselia,[315],32,70,Grass,,,Fire,+10
dp3-63,Sableye,[302],26,60,Darkness,,,,
dp3-64,Shelgon,[372],32,80,Colorless,,Bagon,Colorless,+20
dp3-65,Skiploom,[188],20,60,Grass,,Hoppip,Fire,+20
dp3-66,Smeargle,[235],31,70,Colorless,,,Fighting,+10
dp3-67,Smoochum,[238],6,50,Psychic,,,Psychic,+10
dp3-68,Unown K,[201],15,60,Psychic,,,Psychic,+10
dp3-69,Unown N,[201],16,50,Psychic,,,Psychic,+10
dp3-70,Unown O,[201],12,50,Psychic,,,Psychic,+10
dp3-71,Unown X,[201],11,50,Psychic,,,Psychic,+10
dp3-72,Unown Z,[201],16,50,Psychic,,,Psychic,+10
dp3-73,Venomoth,[49],42,80,Grass,,Venonat,Fire,+20
dp3-74,Vibrava,[329],37,80,Fighting,,Trapinch,Water,+20
dp3-75,Wartortle,[8],28,80,Water,,Squirtle,Lightning,+20
dp3-76,Bagon,[371],11,50,Colorless,,,Colorless,+10
dp3-77,Bulbasaur,[1],14,60,Grass,,,Fire,+10
dp3-78,Burmy Plant Cloak,[412],10,40,Grass,,,Fire,+10
dp3-79,Burmy Sandy Cloak,[412],10,40,Grass,,,Fire,+10
dp3-80,Burmy Trash Cloak,[412],10,40,Grass,,,Fire,+10
dp3-81,Carvanha,[318],18,50,Darkness,,,Lightning,+10
dp3-82,Charmander,[4],8,50,Fire,,,Water,+10
dp3-83,Clefairy,[35],17,60,Colorless,,,Fighting,+10
dp3-84,Corsola,[222],32,70,Water,,,Grass,+20
dp3-85,Diglett,[50],10,50,Fighting,,,Water,+10
dp3-86,Duskull,[355],11,50,Psychic,,,Darkness,+10
dp3-87,Electabuzz,[125],32,70,Lightning,,,Fighting,+20
dp3-88,Grimer,[88],15,60,Psychic,,,Psychic,+10
dp3-89,Growlithe,[58],20,70,Fire,,,Water,+20
dp3-90,Hoppip,[187],7,30,Grass,,,Fire,+10
dp3-91,Lickitung,[108],27,80,Colorless,,,Fighting,+20
dp3-92,Lotad,[270],13,50,Water,,,Lightning,+10
dp3-93,Magmar,[126],27,70,Fire,,,Water,+20
dp3-94,Mareep,[179],11,50,Lightning,,,Fighting,+10
dp3-95,Murkrow,[198],10,50,Darkness,,,Lightning,+10
dp3-96,Natu,[177],9,40,Psychic,,,Psychic,+10
dp3-97,Nidoran ♂,[32],13,60,Psychic,,,Psychic,+10
dp3-98,Phanpy,[231],14,60,Fighting,,,Water,+10
dp3-99,Pidgey,[16],8,50,Colorless,,,Lightning,+10
dp3-100,Psyduck,[54],15,60,Water,,,Lightning,+10
dp3-101,Qwilfish,[211],31,70,Water,,,Lightning,+20
dp3-102,Ralts,[280],13,60,Psychic,,,Psychic,+10
dp3-103,Rattata,[19],10,30,Colorless,,,Fighting,+10
dp3-104,Sentret,[161],11,60,Colorless,,,Fighting,+10
dp3-105,Shellder,[90],10,50,Water,,,Lightning,+10
dp3-106,Shellos East Sea,[422],23,60,Water,,,Lightning,+10
dp3-107,Shellos West Sea,[422],25,60,Water,,,Lightning,+10
dp3-108,Shroomish,[285],10,50,Grass,,,Fire,+10
dp3-109,Shuckle,[213],25,60,Grass,,,Fire,+20
dp3-110,Shuppet,[353],13,50,Psychic,,,Darkness,+10
dp3-111,Spinda,[327],25,70,Colorless,,,Fighting,+20
dp3-112,Squirtle,[7],15,50,Water,,,Lightning,+10
dp3-113,Stantler,[234],28,70,Colorless,,,Fighting,+20
dp3-114,Sunkern,[191],10,40,Grass,,,Fire,+10
dp3-115,Trapinch,[328],9,50,Fighting,,,Water,+10
dp3-116,Venonat,[48],25,50,Grass,,,Fire,+10
dp3-117,Voltorb,[100],29,50,Lightning,,,Fighting,+10
dp3-118,Wooper,[194],11,60,Water,,,Grass,+20
dp3-131,Gardevoir LV.X,[282],X,130,Psychic,,Gardevoir,Psychic,×2
dp3-132,Honchkrow LV.X,[430],X,110,Darkness,,Honchkrow,Lightning,+30
dp4-1,Blaziken,[257],56,130,Fire,,Combusken,Water,+30
dp4-2,Cresselia,[488],48,80,Psychic,,,Psychic,+20
dp4-3,Darkrai,[491],38,70,Darkness,,,Fighting,+20
dp4-4,Darkrai,[491],40,80,Darkness,,,Fighting,+20
dp4-5,Pachirisu,[417],30,70,Lightning,,,Fighting,+20
dp4-6,Porygon-Z,[474],54,110,Colorless,,Porygon2,Fighting,+30
dp4-7,Rotom,[479],38,70,Lightning,,,Darkness,+20
dp4-8,Sceptile,[254],52,100,Grass,,Grovyle,Fire,+30
dp4-9,Swampert,[260],53,130,Water,,Marshtomp,Grass,+30
dp4-10,Tangrowth,[465],38,110,Grass,,Tangela,Fire,+30
dp4-11,Togekiss,[468],51,120,Colorless,,Togetic,Lightning,+30
dp4-12,Altaria,[334],42,80,Colorless,,Swablu,Colorless,+20
dp4-13,Beedrill,[15],41,110,Grass,,Kakuna,Fire,+30
dp4-14,Butterfree,[12],36,120,Grass,,Metapod,Fire,+30
dp4-15,Claydol,[344],45,80,Fighting,,Baltoy,Grass,+20
dp4-16,Dialga,[483],68,90,Metal,,,Fire,+20
dp4-17,Exploud,[295],58,130,Colorless,,Loudred,Fighting,+30
dp4-18,Houndoom,[229],41,90,Darkness,,Houndour,Water,+20
dp4-19,Hypno,[97],28,80,Psychic,,Drowzee,Psychic,+20
dp4-20,Kingler,[99],33,90,Water,,Krabby,Lightning,+20
dp4-21,Lapras,[131],47,80,Water,,,Lightning,+20
dp4-22,Latias,[380],45,80,Colorless,,,Colorless,+20
dp4-23,Latios,[381],47,90,Colorless,,,Colorless,+20
dp4-24,Mawile,[303],32,70,Metal,,,Fire,+10
dp4-25,Milotic,[350],47,90,Water,,Feebas,Lightning,+20
dp4-26,Palkia,[484],67,90,Water,,,Lightning,+20
dp4-27,Primeape,[57],41,90,Fighting,,Mankey,Psychic,+20
dp4-28,Slowking,[199],41,80,Psychic,,Slowpoke,Psychic,+20
dp4-29,Unown H,[201],12,60,Psychic,,,Psychic,+10
dp4-30,Wailord,[321],43,200,Water,,Wailmer,Lightning,×2
dp4-31,Weezing,[110],42,80,Psychic,,Koffing,Psychic,+20
dp4-32,Wigglytuff,[40],46,90,Colorless,,Jigglypuff,Fighting,+20
dp4-33,Arbok,[24],31,80,Psychic,,Ekans,Psychic,+20
dp4-34,Cacturne,[332],36,80,Darkness,,Cacnea,Fire,+20
dp4-35,Combusken,[256],24,80,Fire,,Torchic,Water,+20
dp4-36,Delibird,[225],26,70,Water,,,Metal,+20
dp4-37,Floatzel,[419],32,80,Water,,Buizel,Lightning,+20
dp4-38,Gorebyss,[368],34,80,Water,,Clamperl,Lightning,+20
dp4-39,Granbull,[210],34,90,Colorless,,Snubbull,Fighting,+20
dp4-40,Grovyle,[253],26,80,Grass,,Treecko,Fire,+20
dp4-41,Hariyama,[297],38,100,Fighting,,Makuhita,Psychic,+30
dp4-42,Huntail,[367],33,90,Water,,Clamperl,Lightning,+20
dp4-43,Linoone,[264],24,80,Colorless,,Zigzagoon,Fighting,+20
dp4-44,Loudred,[294],31,80,Colorless,,Whismur,Fighting,+20
dp4-45,Magcargo,[219],35,90,Fire,,Slugma,Water,+20
dp4-46,Marshtomp,[259],23,90,Water,,Mudkip,Grass,+20
dp4-47,Metapod,[11],9,70,Grass,,Caterpie,Fire,+20
dp4-48,Pelipper,[279],45,80,Water,,Wingull,Lightning,+20
dp4-49,Porygon2,[233],39,70,Colorless,,Porygon,Fighting,+20
dp4-50,Purugly,[432],47,90,Colorless,,Glameow,Fighting,+20
dp4-51,Relicanth,[369],31,70,Water,,,Lightning,+20
dp4-52,Seviper,[336],26,80,Psychic,,,Psychic,+20
dp4-53,Skarmory,[227],31,70,Metal,,,Fire,+20
dp4-54,Slowbro,[80],39,80,Water,,Slowpoke,Lightning,+20
dp4-55,Togetic,[176],23,70,Colorless,,Togepi,Lightning,+20
dp4-56,Unown F,[201],13,50,Psychic,,,Psychic,+10
dp4-57,Unown G,[201],17,50,Psychic,,,Psychic,+10
dp4-58,Wailmer,[320],14,90,Water,,,Lightning,+20
dp4-59,Zangoose,[335],23,70,Colorless,,,Fighting,+20
dp4-60,Baltoy,[343],11,50,Fighting,,,Grass,+10
dp4-61,Buizel,[418],14,60,Water,,,Lightning,+10
dp4-62,Cacnea,[331],12,50,Grass,,,Fire,+10
dp4-63,Caterpie,[10],6,40,Grass,,,Fire,+10
dp4-64,Clamperl,[366],15,40,Water,,,Lightning,+10
dp4-65,Drowzee,[96],13,60,Psychic,,,Psychic,+10
dp4-66,Ekans,[23],16,60,Psychic,,,Psychic,+10
dp4-67,Feebas,[349],4,30,Water,,,Lightning,+10
dp4-68,Glameow,[431],14,50,Colorless,,,Fighting,+10
dp4-69,Houndour,[228],13,50,Fire,,,Water,+10
dp4-70,Igglybuff,[174],6,50,Colorless,,,Fighting,+10
dp4-71,Illumise,[314],29,70,Grass,,,Fire,+20
dp4-72,Jigglypuff,[39],23,60,Colorless,,,Fighting,+10
dp4-73,Kakuna,[14],9,80,Grass,,Weedle,Fire,+20
dp4-74,Koffing,[109],18,60,Psychic,,,Psychic,+10
dp4-75,Krabby,[98],8,60,Water,,,Lightning,+10
dp4-76,Lunatone,[337],31,60,Fighting,,,Psychic,+20
dp4-77,Luvdisc,[370],28,60,Water,,,Lightning,+10
dp4-78,Makuhita,[296],15,60,Fighting,,,Psychic,+10
dp4-79,Mankey,[56],14,50,Fighting,,,Psychic,+10
dp4-80,Mudkip,[258],7,60,Water,,,Grass,+10
dp4-81,Porygon,[137],7,50,Colorless,,,Fighting,+10
dp4-82,Slowpoke,[79],10,60,Water,,,Lightning,+10
dp4-83,Slugma,[218],11,60,Fire,,,Water,+10
dp4-84,Snubbull,[209],11,60,Colorless,,,Fighting,+10
dp4-85,Solrock,[338],29,70,Fighting,,,Grass,+20
dp4-86,Swablu,[333],7,40,Colorless,,,Lightning,+10
dp4-87,Tangela,[114],12,70,Grass,,,Fire,+10
dp4-88,Togepi,[175],4,50,Colorless,,,Fighting,+10
dp4-89,Torchic,[255],7,50,Fire,,,Water,+10
dp4-90,Treecko,[252],7,50,Grass,,,Fire,+10
dp4-91,Unown L,[201],18,50,Psychic,,,Psychic,+10
dp4-92,Volbeat,[313],34,70,Grass,,,Fire,+20
dp4-93,Weedle,[13],5,50,Grass,,,Fire,+10
dp4-94,Whismur,[293],8,50,Colorless,,,Fighting,+10
dp4-95,Wingull,[278],6,50,Water,,,Lightning,+10
dp4-96,Zigzagoon,[263],6,50,Colorless,,,Fighting,+10
dp4-103,Cresselia LV.X,[488],X,100,Psychic,,Cresselia,Psychic,×2
dp4-104,Darkrai LV.X,[491],X,100,Darkness,,Darkrai,Fighting,×2
dp4-105,Dialga LV.X,[483],X,110,Metal,,Dialga,Fire,×2
dp4-106,Palkia LV.X,[484],X,120,Water,,Palkia,Lightning,×2
dp5-1,Articuno,[144],46,100,Water,,,Metal,×2
dp5-2,Cresselia,[488],43,70,Psychic,,,Psychic,+20
dp5-3,Darkrai,[491],48,80,Darkness,,,Fighting,+20
dp5-4,Dialga,[483],63,100,Metal,,,Fire,+20
dp5-5,Glaceon,[471],44,80,Water,,Eevee,Metal,+20
dp5-6,Kabutops,[141],56,120,Fighting,,Kabuto,Grass,+30
dp5-7,Leafeon,[470],42,90,Grass,,Eevee,Fire,+20
dp5-8,Manaphy,[490],32,70,Water,,,Lightning,+20
dp5-9,Mewtwo,[150],51,90,Psychic,,,Psychic,×2
dp5-10,Moltres,[146],47,100,Fire,,,Water,×2
dp5-11,Palkia,[484],62,100,Water,,,Lightning,+20
dp5-12,Phione,[489],23,60,Water,,,Lightning,+10
dp5-13,Rotom,[479],37,60,Lightning,,,Darkness,+20
dp5-14,Zapdos,[145],45,100,Lightning,,,Lightning,×2
dp5-15,Aerodactyl,[142],44,80,Colorless,,Old Amber,Lightning,+20
dp5-16,Bronzong,[437],44,90,Psychic,,Bronzor,Psychic,+20
dp5-17,Empoleon,[395],49,130,Water,,Prinplup,Lightning,+30
dp5-18,Espeon,[196],44,80,Psychic,,Eevee,Psychic,+20
dp5-19,Flareon,[136],43,90,Fire,,Eevee,Water,+20
dp5-20,Glaceon,[471],46,90,Water,,Eevee,Metal,+20
dp5-21,Hippowdon,[450],44,100,Fighting,,Hippopotas,Water,+20
dp5-22,Infernape,[392],46,110,Fire,,Monferno,Water,+30
dp5-23,Jolteon,[135],39,80,Lightning,,Eevee,Fighting,+20
dp5-24,Leafeon,[470],40,90,Grass,,Eevee,Fire,+20
dp5-25,Minun,[312],24,60,Lightning,,,Fighting,+10
dp5-26,Omastar,[139],53,110,Water,,Omanyte,Grass,+30
dp5-27,Phione,[489],20,70,Water,,,Lightning,+10
dp5-28,Plusle,[311],27,60,Lightning,,,Fighting,+10
dp5-29,Scizor,[212],42,90,Metal,,Scyther,Fire,+30
dp5-30,Torterra,[389],51,140,Grass,,Grotle,Fire,+30
dp5-31,Toxicroak,[454],32,90,Psychic,,Croagunk,Psychic,+20
dp5-32,Umbreon,[197],43,80,Darkness,,Eevee,Fighting,+20
dp5-33,Unown P,[201],17,50,Psychic,,,Psychic,+10
dp5-34,Vaporeon,[134],45,90,Water,,Eevee,Lightning,+20
dp5-35,Ambipom,[424],34,80,Colorless,,Aipom,Fighting,+20
dp5-36,Fearow,[22],29,80,Colorless,,Spearow,Lightning,+20
dp5-37,Grotle,[388],23,90,Grass,,Turtwig,Fire,+20
dp5-38,Kangaskhan,[115],28,90,Colorless,,,Fighting,+20
dp5-39,Lickitung,[108],23,70,Colorless,,,Fighting,+20
dp5-40,Manectric,[310],34,80,Lightning,,Electrike,Fighting,+20
dp5-41,Monferno,[391],20,70,Fire,,Chimchar,Water,+20
dp5-42,Mothim,[414],41,80,Grass,,Burmy,Fire,+20
dp5-43,Pachirisu,[417],25,70,Lightning,,,Fighting,+20
dp5-44,Prinplup,[394],24,80,Water,,Piplup,Lightning,+20
dp5-45,Raichu,[26],37,90,Lightning,,Pikachu,Fighting,+20
dp5-46,Scyther,[123],12,70,Grass,,,Fire,+20
dp5-47,Staravia,[397],23,80,Colorless,,Starly,Lightning,+20
dp5-48,Sudowoodo,[185],25,80,Fighting,,,Water,+20
dp5-49,Unown Q,[201],15,30,Psychic,,,Psychic,+10
dp5-50,Aipom,[190],16,60,Colorless,,,Fighting,+10
dp5-51,Aipom,[190],15,60,Colorless,,,Fighting,+10
dp5-52,Bronzor,[436],11,50,Psychic,,,Psychic,+10
dp5-53,Buneary,[427],13,50,Colorless,,,Fighting,+10
dp5-54,Burmy Sandy Cloak,[412],12,50,Grass,,,Fire,+10
dp5-55,Chatot,[441],30,60,Colorless,,,Lightning,+20
dp5-56,Chimchar,[390],6,40,Fire,,,Water,+10
